"de_recipientcode","recipient_name","flow_name","year","usd_disbursement","usd_disbursement_defl"
"BRA","Brazil","Other Official Flows (non Export Credit)",1995,109.914984,68.56911
"BRA","Brazil","Other Official Flows (non Export Credit)",1996,16.397072,11.911278
"BRA","Brazil","Other Official Flows (non Export Credit)",1997,400.958765,321.897498
"BRA","Brazil","Other Official Flows (non Export Credit)",1998,232.987012,202.127065
"BRA","Brazil","Other Official Flows (non Export Credit)",1999,434.33713800000004,331.991717
"BRA","Brazil","Other Official Flows (non Export Credit)",2000,1850.403589,2656.458931
"BRA","Brazil","Other Official Flows (non Export Credit)",2001,1808.4330089999999,2752.7811070000002
"BRA","Brazil","Other Official Flows (non Export Credit)",2002,1639.239926,2368.185431
"BRA","Brazil","Other Official Flows (non Export Credit)",2003,1633.578736,2053.2136769999997
"BRA","Brazil","Other Official Flows (non Export Credit)",2004,1574.865079,1937.464916
"BRA","Brazil","Other Official Flows (non Export Credit)",2005,892.099389,1094.091976
"BRA","Brazil","Other Official Flows (non Export Credit)",2006,2290.868,2730.595232
"BRA","Brazil","Other Official Flows (non Export Credit)",2007,775.354695,852.4793510000001
"BRA","Brazil","Other Official Flows (non Export Credit)",2008,1758.268098,1866.593176
"BRA","Brazil","Other Official Flows (non Export Credit)",2009,3981.413825,4369.805035
"BRA","Brazil","Other Official Flows (non Export Credit)",2010,7235.244818,7882.723878
"BRA","Brazil","Other Official Flows (non Export Credit)",2011,3756.031464,3856.847605
"BRA","Brazil","Other Official Flows (non Export Credit)",2012,4297.539028,4527.783825
"BRA","Brazil","Other Official Flows (non Export Credit)",2013,4528.015183,4710.019654
"BRA","Brazil","Other Official Flows (non Export Credit)",2014,4061.659741,4224.80627
"BRA","Brazil","Other Official Flows (non Export Credit)",2015,2697.600546,3032.426932
"BRA","Brazil","Other Official Flows (non Export Credit)",2016,2923.299159,3281.026682
"BRA","Brazil","Other Official Flows (non Export Credit)",2017,6312.320452,7090.753393
"BRA","Brazil","Other Official Flows (non Export Credit)",2018,3840.376242,4109.768967
"BRA","Brazil","Other Official Flows (non Export Credit)",2019,3470.475389,3796.337195
"BRA","Brazil","Other Official Flows (non Export Credit)",2020,4440.98211,4786.752734
"BRA","Brazil","Other Official Flows (non Export Credit)",2021,6190.822477,6356.902789
"BRA","Brazil","Other Official Flows (non Export Credit)",2022,3957.210229,4154.875922
"BRA","Brazil","Other Official Flows (non Export Credit)",2023,4439.577147,4439.577147
"BRA","Brazil","Private Development Finance",2009,6.208772000000001,8.572769
"BRA","Brazil","Private Development Finance",2010,5.625774,7.674525
"BRA","Brazil","Private Development Finance",2011,4.933020999999999,6.593458
"BRA","Brazil","Private Development Finance",2012,2.245321,2.946227
"BRA","Brazil","Private Development Finance",2013,6.77013,8.235634
"BRA","Brazil","Private Development Finance",2014,9.331154999999999,11.608238
"BRA","Brazil","Private Development Finance",2015,2.695015,3.370037
"BRA","Brazil","Private Development Finance",2016,16.374487,20.31069
"BRA","Brazil","Private Development Finance",2017,56.92866,68.850062
"BRA","Brazil","Private Development Finance",2018,68.39877800000001,79.987455
"BRA","Brazil","Private Development Finance",2019,56.017002,65.370056
"BRA","Brazil","Private Development Finance",2020,62.657266,70.838414
"BRA","Brazil","Private Development Finance",2021,93.057606,100.832213
"BRA","Brazil","Private Development Finance",2022,114.370901,120.855859
"BRA","Brazil","Private Development Finance",2023,129.972446,129.972446
"BRA","Brazil","Private Sector Instruments (PSI)",2023,748.529069,748.529069
"BRB","Barbados","Equity Investment",1999,0,0
"BRB","Barbados","Equity Investment",2006,0,0
"BRB","Barbados","ODA Grants",1992,0.20514500000000002,0.359815
"BRB","Barbados","ODA Grants",1993,0.05193,0.095971
"BRB","Barbados","ODA Grants",1994,0.090886,0.16686299999999998
"BRB","Barbados","ODA Grants",1995,1.224748,1.742024
"BRB","Barbados","ODA Grants",1996,1.341351,1.9257680000000001
"BRB","Barbados","ODA Grants",1997,0.516312,0.826104
"BRB","Barbados","ODA Grants",1998,0.364478,0.59435
"BRB","Barbados","ODA Grants",1999,0.207287,0.348494
"BRB","Barbados","ODA Grants",2000,1.345525,2.4844180000000002
"BRB","Barbados","ODA Grants",2001,0.44507199999999997,0.839407
"BRB","Barbados","ODA Grants",2002,1.4088990000000001,2.361501
"BRB","Barbados","ODA Grants",2003,3.1331260000000003,4.075271
"BRB","Barbados","ODA Grants",2004,5.1066210000000005,6.324593
"BRB","Barbados","ODA Grants",2005,3.222155,4.104207
"BRB","Barbados","ODA Grants",2006,6.039898,7.773764
"BRB","Barbados","ODA Grants",2007,10.780187,11.322363000000001
"BRB","Barbados","ODA Grants",2008,6.992331,7.085165
"BRB","Barbados","ODA Grants",2009,11.570375,12.25657
"BRB","Barbados","ODA Grants",2010,17.381193,18.014752
"BRB","Barbados","ODA Loans",1992,0,0
"BRB","Barbados","ODA Loans",1993,0,0
"BRB","Barbados","ODA Loans",1994,0,0
"BRB","Barbados","ODA Loans",1995,0,0
"BRB","Barbados","ODA Loans",1996,0,0
"BRB","Barbados","ODA Loans",1997,0,0
"BRB","Barbados","ODA Loans",1998,0,0
"BRB","Barbados","ODA Loans",2006,0,0
"BRB","Barbados","ODA Loans",2007,0,0
"BRB","Barbados","ODA Loans",2009,0,0
"BRB","Barbados","ODA Loans",2010,0,0
"BRB","Barbados","Other Official Flows (non Export Credit)",1992,0,0
"BRB","Barbados","Other Official Flows (non Export Credit)",1993,0,0
"BRB","Barbados","Other Official Flows (non Export Credit)",1995,0,0
"BRB","Barbados","Other Official Flows (non Export Credit)",1998,0,0
"BRB","Barbados","Other Official Flows (non Export Credit)",2000,0,0
"BRB","Barbados","Other Official Flows (non Export Credit)",2001,-0.019988000000000006,-0.03184700000000003
"BRB","Barbados","Other Official Flows (non Export Credit)",2002,0.703054,1.084241
"BRB","Barbados","Other Official Flows (non Export Credit)",2003,3.5518540000000005,4.874352
"BRB","Barbados","Other Official Flows (non Export Credit)",2004,1.897354,2.410578
"BRB","Barbados","Other Official Flows (non Export Credit)",2005,1.502272,1.8557739999999998
"BRB","Barbados","Other Official Flows (non Export Credit)",2006,4.444572,5.31712
"BRB","Barbados","Other Official Flows (non Export Credit)",2007,2.203342,2.454243
"BRB","Barbados","Other Official Flows (non Export Credit)",2008,0.696052,0.740728
"BRB","Barbados","Other Official Flows (non Export Credit)",2009,34.264953999999996,37.798645
"BRB","Barbados","Other Official Flows (non Export Credit)",2010,52.312613,57.113199
"BRN","Brunei Darussalam","ODA Grants",1994,0.119494,0.16847299999999998
"BRN","Brunei Darussalam","ODA Grants",1995,0.141695,0.177542
"BTN","Bhutan","Equity Investment",2010,0,0
"BTN","Bhutan","ODA Grants",1992,10.921951,9.778048
"BTN","Bhutan","ODA Grants",1993,17.070956,12.776340999999999
"BTN","Bhutan","ODA Grants",1994,0.298441,0.561237
"BTN","Bhutan","ODA Grants",1995,0.596803,0.936563
"BTN","Bhutan","ODA Grants",1996,8.664232,7.785238
"BTN","Bhutan","ODA Grants",1997,16.9354,17.790432
"BTN","Bhutan","ODA Grants",1998,19.252998,27.447553
"BTN","Bhutan","ODA Grants",1999,15.296968,15.668603
"BTN","Bhutan","ODA Grants",2000,10.516594,18.162715
"BTN","Bhutan","ODA Grants",2001,25.882382,40.652403
"BTN","Bhutan","ODA Grants",2002,25.391596,36.673386
"BTN","Bhutan","ODA Grants",2003,50.363794,63.468675
"BTN","Bhutan","ODA Grants",2004,57.192734,68.734673
"BTN","Bhutan","ODA Grants",2005,65.571912,75.15781
"BTN","Bhutan","ODA Grants",2006,75.722376,85.10968
"BTN","Bhutan","ODA Grants",2007,81.495026,86.673912
"BTN","Bhutan","ODA Grants",2008,69.556481,66.348885
"BTN","Bhutan","ODA Grants",2009,76.110954,74.56951
"BTN","Bhutan","ODA Grants",2010,86.977271,84.232231
"BTN","Bhutan","ODA Grants",2011,94.626699,84.145419
"BTN","Bhutan","ODA Grants",2012,103.917079,93.429518
"BTN","Bhutan","ODA Grants",2013,107.617998,105.035733
"BTN","Bhutan","ODA Grants",2014,78.706618,76.32741
"BTN","Bhutan","ODA Grants",2015,81.63070400000001,90.570883
"BTN","Bhutan","ODA Grants",2016,59.56951,62.628694
"BTN","Bhutan","ODA Grants",2017,74.608337,76.30019300000001
"BTN","Bhutan","ODA Grants",2018,74.814574,76.72455
"BTN","Bhutan","ODA Grants",2019,115.024036,119.807381
"BTN","Bhutan","ODA Grants",2020,93.950408,95.249471
"BTN","Bhutan","ODA Grants",2021,76.904303,76.026749
"BTN","Bhutan","ODA Grants",2022,73.82744,76.236513
"BTN","Bhutan","ODA Grants",2023,60.042176,60.042176
"BTN","Bhutan","ODA Loans",1992,0,0
"BTN","Bhutan","ODA Loans",1993,0,0
"BTN","Bhutan","ODA Loans",1994,0,0
"BTN","Bhutan","ODA Loans",1995,0,0
"BTN","Bhutan","ODA Loans",1998,0,0
"BTN","Bhutan","ODA Loans",1999,0,0
"BTN","Bhutan","ODA Loans",2000,3.572606,5.363342
"BTN","Bhutan","ODA Loans",2001,8.352127,14.093137
"BTN","Bhutan","ODA Loans",2002,6.88349,10.987586
"BTN","Bhutan","ODA Loans",2003,7.734063000000001,10.712813
"BTN","Bhutan","ODA Loans",2004,8.963068000000002,11.387523
"BTN","Bhutan","ODA Loans",2005,8.372055999999999,10.342095
"BTN","Bhutan","ODA Loans",2006,10.261099,12.275533
"BTN","Bhutan","ODA Loans",2007,8.844654,9.851825
"BTN","Bhutan","ODA Loans",2008,8.72253,9.238563
"BTN","Bhutan","ODA Loans",2009,23.519494,24.492848
"BTN","Bhutan","ODA Loans",2010,45.617071,40.071569000000004
"BTN","Bhutan","ODA Loans",2011,48.441834,47.452666
"BTN","Bhutan","ODA Loans",2012,65.220117,63.34974
"BTN","Bhutan","ODA Loans",2013,33.080814,33.542297
"BTN","Bhutan","ODA Loans",2014,69.41721199999999,71.73951100000001
"BTN","Bhutan","ODA Loans",2015,26.14185,29.902976000000002
"BTN","Bhutan","ODA Loans",2016,3.312234,3.787855
"BTN","Bhutan","ODA Loans",2017,57.573463,65.587128
"BTN","Bhutan","ODA Loans",2018,48.98683,53.574149
"BTN","Bhutan","ODA Loans",2019,81.079348,89.366325
"BTN","Bhutan","ODA Loans",2020,128.336199,138.289516
"BTN","Bhutan","ODA Loans",2021,76.08094100000001,77.248176
"BTN","Bhutan","ODA Loans",2022,146.558748,151.642572
"BTN","Bhutan","ODA Loans",2023,122.877562,122.877562
"BTN","Bhutan","Other Official Flows (non Export Credit)",2009,0,0
"BTN","Bhutan","Other Official Flows (non Export Credit)",2010,21.020094,22.94905
"BTN","Bhutan","Other Official Flows (non Export Credit)",2011,15.093765,15.550258
"BTN","Bhutan","Other Official Flows (non Export Credit)",2012,5.948805,6.275577
"BTN","Bhutan","Other Official Flows (non Export Credit)",2013,0.874,0.9097679999999999
"BTN","Bhutan","Other Official Flows (non Export Credit)",2014,0,0
"BTN","Bhutan","Other Official Flows (non Export Credit)",2015,0.0385,0.04435
"BTN","Bhutan","Other Official Flows (non Export Credit)",2016,10.910537,12.697289000000001
"BTN","Bhutan","Other Official Flows (non Export Credit)",2017,4.238946,4.831412
"BTN","Bhutan","Other Official Flows (non Export Credit)",2018,6.6698,7.296092
"BTN","Bhutan","Other Official Flows (non Export Credit)",2019,8.471067,9.421686
"BTN","Bhutan","Other Official Flows (non Export Credit)",2020,9.251255,9.985039
"BTN","Bhutan","Other Official Flows (non Export Credit)",2021,8.981296,9.137064
"BTN","Bhutan","Other Official Flows (non Export Credit)",2022,12.493967,13.094538
"BTN","Bhutan","Other Official Flows (non Export Credit)",2023,10.759575,10.759575
"BTN","Bhutan","Private Development Finance",2009,2.211778,3.053915
"BTN","Bhutan","Private Development Finance",2010,0.970264,1.323605
"BTN","Bhutan","Private Development Finance",2011,1.514281,2.023983
"BTN","Bhutan","Private Development Finance",2012,1.152293,1.5119960000000001
"BTN","Bhutan","Private Development Finance",2013,1.173432,1.5139660000000001
"BTN","Bhutan","Private Development Finance",2014,0.268133,0.340024
"BTN","Bhutan","Private Development Finance",2015,1.151711,1.447078
"BTN","Bhutan","Private Development Finance",2016,1.88733,2.207028
"BTN","Bhutan","Private Development Finance",2017,0.8595010000000001,1.00226
"BTN","Bhutan","Private Development Finance",2018,0.8049229999999999,0.9321839999999999
"BTN","Bhutan","Private Development Finance",2019,2.475746,2.81868
"BTN","Bhutan","Private Development Finance",2020,1.392266,1.5003959999999998
"BTN","Bhutan","Private Development Finance",2021,0.323196,0.32542499999999996
"BTN","Bhutan","Private Development Finance",2022,2.025062,2.043112
"BTN","Bhutan","Private Development Finance",2023,1.508559,1.508559
"BWA","Botswana","Equity Investment",1996,0,0
"BWA","Botswana","Equity Investment",2010,0.412139,0.460545
"BWA","Botswana","Equity Investment",2011,1.101048,1.159863
"BWA","Botswana","Equity Investment",2012,0,0
"BWA","Botswana","Equity Investment",2013,0.299751,0.312255
"BWA","Botswana","Equity Investment",2014,0,0
"BWA","Botswana","ODA Grants",1992,26.496617999999998,32.267197
"BWA","Botswana","ODA Grants",1993,15.376788,21.837312
"BWA","Botswana","ODA Grants",1994,11.232991,15.653769
"BWA","Botswana","ODA Grants",1995,13.368957,18.505328000000002
"BWA","Botswana","ODA Grants",1996,12.457186,15.544371
"BWA","Botswana","ODA Grants",1997,25.904052,37.169959
"BWA","Botswana","ODA Grants",1998,42.571954,63.184074
"BWA","Botswana","ODA Grants",1999,33.628428,50.410602
"BWA","Botswana","ODA Grants",2000,15.697285,23.642185
"BWA","Botswana","ODA Grants",2001,22.010968,37.275474
"BWA","Botswana","ODA Grants",2002,39.619712,63.97945
"BWA","Botswana","ODA Grants",2003,35.922596999999996,50.201233
"BWA","Botswana","ODA Grants",2004,55.113644,74.469673
"BWA","Botswana","ODA Grants",2005,61.029219,77.09816099999999
"BWA","Botswana","ODA Grants",2006,83.803561,103.810411
"BWA","Botswana","ODA Grants",2007,112.400988,134.036683
"BWA","Botswana","ODA Grants",2008,745.32011,852.166798
"BWA","Botswana","ODA Grants",2009,270.021269,353.25237
"BWA","Botswana","ODA Grants",2010,156.534372,181.478384
"BWA","Botswana","ODA Grants",2011,127.055477,150.185875
"BWA","Botswana","ODA Grants",2012,93.90657399999999,110.141826
"BWA","Botswana","ODA Grants",2013,121.53275,141.642972
"BWA","Botswana","ODA Grants",2014,115.845451,130.807706
"BWA","Botswana","ODA Grants",2015,80.272522,97.064344
"BWA","Botswana","ODA Grants",2016,96.959852,115.59494699999999
"BWA","Botswana","ODA Grants",2017,104.741551,122.563794
"BWA","Botswana","ODA Grants",2018,85.874839,98.567517
"BWA","Botswana","ODA Grants",2019,77.813769,88.249004
"BWA","Botswana","ODA Grants",2020,87.990597,97.420819
"BWA","Botswana","ODA Grants",2021,101.540846,107.024105
"BWA","Botswana","ODA Grants",2022,81.830446,85.105193
"BWA","Botswana","ODA Grants",2023,83.072285,83.072285
"BWA","Botswana","ODA Loans",1992,0,0
"BWA","Botswana","ODA Loans",1993,0.02967,0.043058
"BWA","Botswana","ODA Loans",1994,0,0
"BWA","Botswana","ODA Loans",1995,0,0
"BWA","Botswana","ODA Loans",1996,14.227941,10.308453
"BWA","Botswana","ODA Loans",1997,6.61157,5.300625999999999
"BWA","Botswana","ODA Loans",1998,30.840336999999998,26.755423999999998
"BWA","Botswana","ODA Loans",1999,10.079017,7.704039
"BWA","Botswana","ODA Loans",2000,2.959184,2.16975
"BWA","Botswana","ODA Loans",2001,4.074074,3.40378
"BWA","Botswana","ODA Loans",2002,0.072906,0.112434
"BWA","Botswana","ODA Loans",2003,0.142948,0.196173
"BWA","Botswana","ODA Loans",2004,2.995559,3.80584
"BWA","Botswana","ODA Loans",2005,2.647888,3.236279
"BWA","Botswana","ODA Loans",2006,0,0
"BWA","Botswana","ODA Loans",2007,0,0
"BWA","Botswana","ODA Loans",2008,0,0
"BWA","Botswana","ODA Loans",2009,12.714335,14.025545000000001
"BWA","Botswana","ODA Loans",2010,5.826351,6.36102
"BWA","Botswana","ODA Loans",2011,9.265455000000001,9.545677
"BWA","Botswana","ODA Loans",2012,6.979269,7.362646
"BWA","Botswana","ODA Loans",2013,4.404218,3.786154
"BWA","Botswana","ODA Loans",2014,0.181676,0.148184
"BWA","Botswana","ODA Loans",2015,0.694036,0.63376
"BWA","Botswana","ODA Loans",2016,4.397317,3.595476
"BWA","Botswana","ODA Loans",2017,7.243211,6.110973
"BWA","Botswana","ODA Loans",2018,9.284194,7.711074
"BWA","Botswana","ODA Loans",2019,9.096476,8.521549
"BWA","Botswana","ODA Loans",2020,7.996790000000001,6.807676000000001
"BWA","Botswana","ODA Loans",2021,11.529179,10.599877
"BWA","Botswana","ODA Loans",2022,20.043875,20.62677
"BWA","Botswana","ODA Loans",2023,218.31419599999998,218.31419599999998
"BWA","Botswana","Other Official Flows (non Export Credit)",1992,0.193,0.376332
"BWA","Botswana","Other Official Flows (non Export Credit)",1993,0,0
"BWA","Botswana","Other Official Flows (non Export Credit)",1994,1.275,2.377797
"BWA","Botswana","Other Official Flows (non Export Credit)",2000,0,0
"BWA","Botswana","Other Official Flows (non Export Credit)",2001,0,0
"BWA","Botswana","Other Official Flows (non Export Credit)",2002,0,0
"BWA","Botswana","Other Official Flows (non Export Credit)",2003,5.681943,7.797561
"BWA","Botswana","Other Official Flows (non Export Credit)",2004,1.516168,1.926283
"BWA","Botswana","Other Official Flows (non Export Credit)",2005,2,2.998499
"BWA","Botswana","Other Official Flows (non Export Credit)",2006,9.743378,11.552555
"BWA","Botswana","Other Official Flows (non Export Credit)",2007,6.24383,6.627466
"BWA","Botswana","Other Official Flows (non Export Credit)",2008,0,0
"BWA","Botswana","Other Official Flows (non Export Credit)",2009,975.6401960000001,1076.256464
"BWA","Botswana","Other Official Flows (non Export Credit)",2010,6.487191,7.082502
"BWA","Botswana","Other Official Flows (non Export Credit)",2011,590.865587,608.735636
"BWA","Botswana","Other Official Flows (non Export Credit)",2012,62.186948,65.602925
"BWA","Botswana","Other Official Flows (non Export Credit)",2013,27.597535,28.726937
"BWA","Botswana","Other Official Flows (non Export Credit)",2014,38.735525,40.320324
"BWA","Botswana","Other Official Flows (non Export Credit)",2015,7.708807,8.880081
"BWA","Botswana","Other Official Flows (non Export Credit)",2016,36.575033999999995,42.564701
"BWA","Botswana","Other Official Flows (non Export Credit)",2017,4.772885,5.439979
"BWA","Botswana","Other Official Flows (non Export Credit)",2018,36.551471,39.983639
"BWA","Botswana","Other Official Flows (non Export Credit)",2019,17.292836,18.81356
"BWA","Botswana","Other Official Flows (non Export Credit)",2020,84.45879699999999,90.78928599999999
"BWA","Botswana","Other Official Flows (non Export Credit)",2021,329.513304,335.228926
"BWA","Botswana","Other Official Flows (non Export Credit)",2022,201.17412099999999,210.848474
"BWA","Botswana","Other Official Flows (non Export Credit)",2023,59.23315,59.23315
"BWA","Botswana","Private Development Finance",2009,12.09328,16.697807
"BWA","Botswana","Private Development Finance",2010,1.0232919999999999,1.395945
"BWA","Botswana","Private Development Finance",2011,3.885332,5.193124
"BWA","Botswana","Private Development Finance",2012,3.052921,4.005929
"BWA","Botswana","Private Development Finance",2013,1.3714709999999999,1.769478
"BWA","Botswana","Private Development Finance",2014,0.654237,0.829651
"BWA","Botswana","Private Development Finance",2015,1.088522,1.367683
"BWA","Botswana","Private Development Finance",2016,0.795587,0.990212
"BWA","Botswana","Private Development Finance",2017,3.6344640000000004,4.2285
"BWA","Botswana","Private Development Finance",2018,7.336872,8.360716
"BWA","Botswana","Private Development Finance",2019,2.057421,2.3702360000000002
"BWA","Botswana","Private Development Finance",2020,1.9988940000000002,2.256917
"BWA","Botswana","Private Development Finance",2021,2.779682,3.010657
"BWA","Botswana","Private Development Finance",2022,5.495122,5.735528
"BWA","Botswana","Private Development Finance",2023,2.6390320000000003,2.6390320000000003
"BWA","Botswana","Private Sector Instruments (PSI)",2023,0,0
"CAF","Central African Republic","Equity Investment",2011,0,0
"CAF","Central African Republic","Equity Investment",2012,0.085149,0.089368
"CAF","Central African Republic","ODA Grants",1992,23.502036,21.986669
"CAF","Central African Republic","ODA Grants",1993,13.012588000000001,9.553675
"CAF","Central African Republic","ODA Grants",1994,28.897364,40.871071
"CAF","Central African Republic","ODA Grants",1995,22.145101,28.644281
"CAF","Central African Republic","ODA Grants",1996,58.295337,61.306857
"CAF","Central African Republic","ODA Grants",1997,66.457107,85.774903
"CAF","Central African Republic","ODA Grants",1998,60.823609000000005,85.960662
"CAF","Central African Republic","ODA Grants",1999,80.767231,114.081988
"CAF","Central African Republic","ODA Grants",2000,54.350299,73.112146
"CAF","Central African Republic","ODA Grants",2001,65.336675,103.215009
"CAF","Central African Republic","ODA Grants",2002,48.605979,70.008855
"CAF","Central African Republic","ODA Grants",2003,47.577952,63.277805
"CAF","Central African Republic","ODA Grants",2004,104.361206,131.315751
"CAF","Central African Republic","ODA Grants",2005,90.098054,112.307495
"CAF","Central African Republic","ODA Grants",2006,185.710168,224.27570599999999
"CAF","Central African Republic","ODA Grants",2007,188.028236,203.229047
"CAF","Central African Republic","ODA Grants",2008,253.129027,268.341558
"CAF","Central African Republic","ODA Grants",2009,524.728899,574.343872
"CAF","Central African Republic","ODA Grants",2010,250.866556,268.05872899999997
"CAF","Central African Republic","ODA Grants",2011,269.806186,258.540892
"CAF","Central African Republic","ODA Grants",2012,219.182526,227.069481
"CAF","Central African Republic","ODA Grants",2013,207.920887,214.514313
"CAF","Central African Republic","ODA Grants",2014,573.224145,590.913676
"CAF","Central African Republic","ODA Grants",2015,475.856242,555.545562
"CAF","Central African Republic","ODA Grants",2016,485.762304,568.4065400000001
"CAF","Central African Republic","ODA Grants",2017,459.193358,525.775285
"CAF","Central African Republic","ODA Grants",2018,554.3613339999999,605.484546
"CAF","Central African Republic","ODA Grants",2019,693.21119,777.635041
"CAF","Central African Republic","ODA Grants",2020,763.965718,832.001774
"CAF","Central African Republic","ODA Grants",2021,609.195753,627.200053
"CAF","Central African Republic","ODA Grants",2022,623.941052,656.374577
"CAF","Central African Republic","ODA Grants",2023,731.249377,731.249377
"CAF","Central African Republic","ODA Loans",1992,6.446531,8.885098
"CAF","Central African Republic","ODA Loans",1993,9.161648,13.295604
"CAF","Central African Republic","ODA Loans",1994,2.58785,3.648565
"CAF","Central African Republic","ODA Loans",1995,1.735192,2.174143
"CAF","Central African Republic","ODA Loans",1996,0.017397,0.022054
"CAF","Central African Republic","ODA Loans",1997,0,0
"CAF","Central African Republic","ODA Loans",1998,0,0
"CAF","Central African Republic","ODA Loans",1999,0,0
"CAF","Central African Republic","ODA Loans",2000,12.921827,19.398778
"CAF","Central African Republic","ODA Loans",2001,10.578039,16.854584000000003
"CAF","Central African Republic","ODA Loans",2002,0.790954,1.219799
"CAF","Central African Republic","ODA Loans",2003,0,0
"CAF","Central African Republic","ODA Loans",2004,0,0
"CAF","Central African Republic","ODA Loans",2005,0,0
"CAF","Central African Republic","ODA Loans",2006,0,0
"CAF","Central African Republic","ODA Loans",2007,34.817976,38.782814
"CAF","Central African Republic","ODA Loans",2008,24.909534,26.508312
"CAF","Central African Republic","ODA Loans",2009,44.652679,48.768688999999995
"CAF","Central African Republic","ODA Loans",2010,18.234926,19.908296
"CAF","Central African Republic","ODA Loans",2011,5.213243,5.370912
"CAF","Central African Republic","ODA Loans",2012,15.275621,16.114723
"CAF","Central African Republic","ODA Loans",2013,0.865982,0.901421
"CAF","Central African Republic","ODA Loans",2014,45.997761,47.879681
"CAF","Central African Republic","ODA Loans",2015,29.090062999999997,33.509996
"CAF","Central African Republic","ODA Loans",2016,45.54868,53.007903
"CAF","Central African Republic","ODA Loans",2017,75.934624,86.547814
"CAF","Central African Republic","ODA Loans",2018,107.19440999999999,117.259921
"CAF","Central African Republic","ODA Loans",2019,15.106803000000001,16.802078
"CAF","Central African Republic","ODA Loans",2020,82.44872,88.988333
"CAF","Central African Republic","ODA Loans",2021,55.424518,56.38578
"CAF","Central African Republic","ODA Loans",2022,68.948302,72.262573
"CAF","Central African Republic","ODA Loans",2023,31.901906,31.901906
"CAF","Central African Republic","Other Official Flows (non Export Credit)",1992,0,0
"CAF","Central African Republic","Other Official Flows (non Export Credit)",1993,0,0
"CAF","Central African Republic","Other Official Flows (non Export Credit)",1994,0.402982,0.574034
"CAF","Central African Republic","Other Official Flows (non Export Credit)",1995,0.365674,0.458175
"CAF","Central African Republic","Other Official Flows (non Export Credit)",1996,1.7537820000000002,2.2232879999999997
"CAF","Central African Republic","Other Official Flows (non Export Credit)",1997,1.285868,1.843715
"CAF","Central African Republic","Other Official Flows (non Export Credit)",1998,0.426146,0.61196
"CAF","Central African Republic","Other Official Flows (non Export Credit)",1999,0,0
"CAF","Central African Republic","Other Official Flows (non Export Credit)",2000,0,0
"CAF","Central African Republic","Other Official Flows (non Export Credit)",2001,0,0
"CAF","Central African Republic","Other Official Flows (non Export Credit)",2002,0,0
"CAF","Central African Republic","Other Official Flows (non Export Credit)",2003,0,0
"CAF","Central African Republic","Other Official Flows (non Export Credit)",2004,0,0
"CAF","Central African Republic","Other Official Flows (non Export Credit)",2006,59.816617,66.900846
"CAF","Central African Republic","Other Official Flows (non Export Credit)",2007,0,0
"CAF","Central African Republic","Other Official Flows (non Export Credit)",2018,0,0
"CAF","Central African Republic","Other Official Flows (non Export Credit)",2019,0,0
"CAF","Central African Republic","Other Official Flows (non Export Credit)",2020,0,0
"CAF","Central African Republic","Other Official Flows (non Export Credit)",2021,0,0
"CAF","Central African Republic","Other Official Flows (non Export Credit)",2022,0,0
"CAF","Central African Republic","Private Development Finance",2010,0.364117,0.496718
"CAF","Central African Republic","Private Development Finance",2013,2.2136340000000003,2.85604
"CAF","Central African Republic","Private Development Finance",2014,0.856085,0.8384980000000001
"CAF","Central African Republic","Private Development Finance",2015,0.17725400000000002,0.222713
"CAF","Central African Republic","Private Development Finance",2016,0.014452,0.017987
"CAF","Central African Republic","Private Development Finance",2017,3.207402,3.711624
"CAF","Central African Republic","Private Development Finance",2018,3.3666650000000002,3.5657959999999997
"CAF","Central African Republic","Private Development Finance",2019,4.216004,4.715311
"CAF","Central African Republic","Private Development Finance",2020,17.451489,19.476004000000003
"CAF","Central African Republic","Private Development Finance",2021,2.216285,2.4556289999999996
"CAF","Central African Republic","Private Development Finance",2022,2.9585630000000003,3.0298060000000002
"CAF","Central African Republic","Private Development Finance",2023,8.045706000000001,8.045706000000001
"CHL","Chile","Equity Investment",2005,15.624,19.028454
"CHL","Chile","Equity Investment",2006,14.1925,15.83124
"CHL","Chile","Equity Investment",2007,22.6,22.335517
"CHL","Chile","Equity Investment",2008,34.7995,30.303379
"CHL","Chile","Equity Investment",2009,13.12,13.2457
"CHL","Chile","Equity Investment",2010,12.5074,11.809296
"CHL","Chile","Equity Investment",2011,-11.4588,-8.973896
"CHL","Chile","Equity Investment",2012,33.001,26.63832
"CHL","Chile","Equity Investment",2013,9.187443,7.248814
"CHL","Chile","Equity Investment",2015,2.871642,3.217549
"CHL","Chile","Equity Investment",2016,0.75622,0.880061
"CHL","Chile","Equity Investment",2017,4.882651,5.288512
"CHL","Chile","ODA Grants",1992,9.329199,10.48909
"CHL","Chile","ODA Grants",1993,3.9986889999999997,5.001635
"CHL","Chile","ODA Grants",1994,10.834401,15.147544
"CHL","Chile","ODA Grants",1995,7.541578,9.361307
"CHL","Chile","ODA Grants",1996,19.25845,21.298453
"CHL","Chile","ODA Grants",1997,10.685807,13.554252
"CHL","Chile","ODA Grants",1998,11.714732,17.813877
"CHL","Chile","ODA Grants",1999,10.905443,17.284216999999998
"CHL","Chile","ODA Grants",2000,10.660092,17.957545
"CHL","Chile","ODA Grants",2001,34.438774,61.778566
"CHL","Chile","ODA Grants",2002,35.619388,59.520387
"CHL","Chile","ODA Grants",2003,65.947149,86.17894
